,message,cyberbullying
10256,şöyle bi sinir krizi geçirmeme ramak kaldı ,0
10257,kızlar okuyun okumazsanız kolunuza takılan bilezik kocanızın ömür boyu ödeyeceği salon takımıyla övünen çeyizi dünyadaki değerli eşya sanan bireyler olursunuz dışarıda nehir akan bir hayat varken nehirdeki sabit kaya sürekli aynı kalırsınız ,0
10258,yıl önce aplo görevi neil armstrong buzz aldrin michael clins adlı üç astronot ay doğru yola çıktı apollo un kostümlü prova denilen ikinci başarılı ay yörüngesi görevinden takiben yeni hedef ay yürümekti ,0
10259,stresli bir iniş sonrası armstrong un ünlü cümlesi the eagle has landed houston ulaştı astronot yaklaşık iki buçuk at ay yüzeyinde dolaştı kaya örnekleri topladı saat sonra yörüngedeki columbia doğru yola çıktı tmuz geri döndüler ,0
10260,son olarak apollo projesinde çalışanlardan arasında değerli astrofizikçi dilhan eryurt vardı nasa dan ayrıldıktan sonra odtü astrofizik bölümünü kuran değerli dilhan eryurt ogle bugün bir doodle hazırlayarak andı ,0
10261,herkes mezun olduktan sonra asistan olmamız zorunlu davranıyor pratisyen kalmak istiyorum deyince tıpla alakası olmayanlar bile burun kıvırıyor zor bölümlerden birini okuyup bitir mezuniyet sonrası unvanın mesleğin insanlar tarafından küçümsensin olacak iş mi ,0
10262,atilla özdemiroğlu nun kızı doğduğunda tebrik hastaneye giden levent yüksel atla özdemiroğlu vefat edince özdemiroğlu nun kızı sevgili oldu ,0
10263,faktörlük güneş kremi sordum tl dedi demek faktörü tl ye geliyor ,0
10264,babam gündür ankara batıkent medicalpark ta yoğunbakımda değerleri kritik seviyede seyrederken bugün diyalize gireceği günler öncesinden belliyken bugün diyaliz makinası hastanenin işleyişindeki aksilikler sebebiyle tedarik edilemiyor ,0
10265,bir araştırmacının üniversitenin ülkenin indeksini tane atıf almış tane makale olarak tanımlayabiliriz yayın sayınız artarken indeksiniz bundan etkilenmiyorsa yaptığınız çalışmaların niteliğini artırmayı düşünmelisiniz benzer yorum üniversitelerimiz geçerli ,0
10266,atam sporsuz bir millet gerilemeye mahk mdur diyince ben olimpik sporcu oldum ,0
10267,azra hanım keşke bunları ağlayarak günlüğünüze yazsaydınız hayırlı olurdu ,0
10268,yeni bir kitap yazarak bir yazarın kitabına kötü eleştiri gelince dellendiğini falan konu edebilirdiniz bakın gerçekten buna gerek yoktu dkdjdj ,0
10269,kesin indica kullanıyor açıklamanın aşka bir anlamı olamaz sativaya yönel kardeş biraz enerjin yerine gelsin biraz geniş düşünmeye başla bak abi tavsiyesi ,0
10270,hakkari çukurca teröristlerce düzenlenen saldırıda şehit olan askerlerimize lah tan rahmet ailelerine milletimize başsağlığı diliyorum ,0
10271,hacı öperken icinden sabancı holding bünyesindeki şirketleri sayıyor kadın ,0
10272,sadece gözlerimi kısarak maskenin altında gülüyormuş yapıyorum ,0
10273,markanın dijital marketing departmanı mına goyun aga herkese attırın amg atmayan kalmasın gaydırsınlar amg yıkarı gaydırsın ,1
10274,sünnet dia edildiği dinlerin tanrısal bir vahyi değil brahim in mısır daki seçkinlerin arasına girmek yaptığı bir uygulamaydı antik mısır sünnet seçkin olmanın bir işareti olarak görülüyordu ,0
10275,kök hücre bağışı neredeyse yıl önce kan vermiştim geçen hafta aradılar bir hasta eşleşmiş güzel haber bir insana umut can kan olabilmek ,0
10276,abd bir hırsız arabayı çaldıktan sonra içerisinde bir bebek olduğunu fark etti arabayı çaldığı yere geri döndü bebeğin babasını çocuğu ihmal ettikleri azarladı bebeği onlara verdi sonrasında arabayı tekrar çaldı kaçtı ,0
10277,ondan yapamayacağını bildiğimiz dik duruş sergilemeyeceğinden emin olduğumuz şeyleri beklemek bile anlamsız değil mi hatamız insan olamayanlardan olmasını beklemektir ,0
10278,rezil bir kadın anca köylü insanları hor görüp azarlasın ,1
10279,medya maymunundan insanlık beklemek bileyim ,1
10280,cevap versene lan müge ,1
10281,müge anlıyı fazla abartmayın sonuçta maaşlı bir çalışan yapsın başlarım bakanına burda iş yapıyoruz kardeşim mi deseydi kimse yapamaz öyle bi şeyi zamanda bi telefonluk canımız var ,1
10282,yılık gözlü garı ,1
10283,keşke hırpalandıkça güzel kokular saçan bir fesleğen olsaydım ,0
10284,dünya sağlık örgütü dsö who hakkında anki görüşlerim pandemi sürecinde önemli güvenilir olması gereken kurumun kadar kötü yanlış yönetilip itibarsızlaştırılması hazin verici hala yöneticileri başkanı sıkılmadan devam ediyor gerçekten hayret ediyorum ,0
10285,gerçeklerden kaçıp saklanabilirsin hayal dünyan onu besleyen kitaplar seni gerçekten kurtarıyor oralarda yolunda değil mi ,0
10286,kitap okumayı sevenlere karşı değilim ben zaten hayalperest bir insanım beni kitapların dibe itmesindense gerçeğe yöneltmesi gerek realitede kalmak verdiğim savaşı bir ben bilirim ,0
10287,hakkari çukurca teröristlerce düzenlenen saldırı sonucu şehit olan iki kahraman askerimize lah tan rahmet aileleri yakınlarına sabır diliyorum ,0
10288,survivor attığınız oyların kadarını lösev tema kuruluşlara atarsanız dostlarımızın hayata tutunmasına imkan sağlayabilirsiniz paranız medya şaklabanlarını milyoner etmez gerçek ihtiyaç sahiplerine ulaşır ,1
10289,ben yoruldum tükendim bittik btik konuşmaktan usandık hadi şimdi köpek deyin yanlış tercihler yaptı konuşun hadi şimdi ona bile yüzünüz kızarmaz acilen tutuklanmalı hemen derhal ,0
10290,ankara köpeğe tecavüz ederek ölümüne olan volkan uzun isimli erkek serbest bırakıldı ,0
10291,sevgili arkadaşlarım size abuk subuk randomlarla dolu bir mesaj atarsam bilin mesaj metnini yazma esnasında uyuyakalmışım demektir sevgiler ,0
10292,düz yolda havalı havalı yürürken adımının yükseltiye denk gelmesi sendelemen ,0
10293,bugün dedem beni pastaneye götürüp bana dondurma ısmarladı dondurma yerken senin zımbırtıyla fotoğrafımı çeksene atatürk çek dedi ben iki yakışıklının aynı karede olduğu fotoğrafları çektim ,0
10294,kendi tabağını yıkayan erkek çocuğu yaşında bile annesinden övgü alır ocağı silmeyi unutmuş bir kız çocuğu yaşında bile hiçbir işe yaramamakla suçlanır ,0
10295,pandemide referanssız staj yeri bulmaya çalışıyorum ,0
10296,gözünü sevdiğim amcalar benim yanımda öksürmeyin olur bende anksiyete var gün etkisinden çıkamıyorum ,0
10297,kullanılan primerler yanlış yada pcr bilmeyen insanlar yapıyor pcr çalışıyorsa hata oranı nerdeyse olmamalı bana fazla geldi antikor testlerinin hata oranının yüksek olduğu zaten biliniyor pcr genetik temlidir hata örnek alımında izole edilmesinde olabilir ,0
10298,avustralya tıpta yeni bir çığır açacak ilacı buldu kalp hastalarına verilen kan sulandırıcıları artık kullanılmayacak ilaç kanın pıhtılaşıp damar tıkamasını kalp krizi felci önlüyor ,0
10299,ben bunu görünce güldüm millet cdiye alıp takım olandan bahsedilmiyor açıklması yazmış ,0
10300,kardeşler marksistim kadınlarla kendimi eşit görmüyorum kalemine güvenen varsa konuyu sonuna kadar tartışır kellesini alırım geçin feminist yardakçısı light erkek ağızlarını ,1
10301,reis görseli hazırlayanlar laboratuvar yazmayı öğrenememiş sen nitelikli eğitimden bahsediyorsun ,0
10302,günaydın bir tavsiyemi sizlerle paylaşmak isterim grip aşısı ülkemize gelir gelmez mutlaka yaptırmaya çalışın sonbaharda ortaya çıkacak muhtemel influenza salgınının covid la birleşmesi sonucu sağlık sistemimize yapacağı baskıyı azaltmak adına önemli ,0
10303,kızlar yaşına kadar bir kere sözlü fiziksel tacize uğramayan var aranızda yok durumun geç dışarı çıkmakla giyinişle alakası yok anlatamazsın zihniyete ,0
10304,kendime kızamıyorum kendimi seviyorum ,0
10305,mardin yaşındaki ayüke sadık dan gündür haber alınamıyor ailesi kaçırdığından şüphe ediyor seslerini duyurmak istiyor ,0
10306,abi kadınlarımız hayvanlarımız yıldır gün yılmadan koşturdun şimdi ufak bir şeyde linç edildin bundan sonra içinden gelecek mi yardım etmek ,0
10307,linç edenin yarın bir derdi olsa yine koşacağız elimizden gelirse gücümüzün yettiği kadar herkese şeye yetişmeye çalışacağız ,0
10308,erkekler bize allah tarafından gönderilmiş hediyelerdir fişini atmadıysanız hemen iade edebilirsiniz ,0
10309,kötü görebiliriz dediğimiz günün ertesinde kötüsüyle karşı karşıya kalıyoruz bitmiyor ,0
10310,birlikte olduğun kadınların topuklarına sıktırmış insan müsveddesi mi söylüyor bunları yüzünüz kızarmıyor pes ,1
10311,sadece öldürülen bir kadın eylem yapıyordu bir tecavüzcü böyle yaka paça gözaltına alınmadı ,0
10312,senin kalbine sıkan kadının mezarı başında nihal ah nihal demezsin ,0
10313,hatay goldi isimli golden retreiver cinsi köpeği bıçaklayarak yaralayan gözaltına alınıp serbest bırakıldıktan sonra geri gelip yeniden bıçakladı ölen goldi nin sahibi nejdet randa köpeğimizi önce yaraladı salıverildikten sonra geri gelip öldürdü dedi ,0
10314,kadar nefret olmaz ak partili şile belediyesi ahşap banklardan stanbul büyükşehir belediyesi yazılarını söküp şile belediyesi yazarak şileye hizmet götürdüğünüzü zannediyorsunuz ,0
10315,netflix te köpeğe tecavüz sahnesi yok ,0
10316,yeni ay başladık çekimlere atiye nin mucizeleri yine bizimle aylar süren bekleyişten sonra tedbirler alındı yeniden başladık üretmeye atiye nin ilk sezonuna gösterdiğiniz ilgi sevgi destek emeği geçen herkes adına teşekkür ederim ,0
10317,bir kızılderili atasözü der benim hayatımı yargılamadan önce benim ayakkabılarımı giy benim geçtiğim ylardan sokaklardan geç benim takıldığım taşlara takıl yeniden ayağa kalk aynı yolu tekrar git benim gittiğim anca zaman beni yargılayabilirsin ,0
10318,salgının ülkemizdeki seyri okulların ta açılma ihtimalini geçen gün azaltıyor bence risk alınmamalı azından ilk yarı yıl sadece aşağıda belitiğim sınıfların okula gelmesi diğer sınıfların uzaktan öğretime devam etmesi yerinde bir karar olacaktır ,0
10319,bilim özellikle biyoloji tıp zor bir süreçtir yaptığınız çalışmaların çoğu başarısız olabilir hta doğru bildiğinizin bir gün yanlış olduğunu anlayıp tam tersini ispatlamak zorunda kalabilirsiniz kadar öğrenip deneyim kazanırsak doğruya kadar yaklaşırız ,0
10320,türbanlıların kadehte vişne suyu içme aşkı ,0
10321,mini etek mi giymişti gece geç sate sokakta mıydı cilveli miydi hayır diyordu naz yapıyordu tecavüz yüzlerce bahaneniz vardı şimdi bahaneniz neydi ,0
10322,yerdekilere merhamet edin göktekiler size merhamet etsin ,0
10323,netfilx bir dizi izledim adam köpeğe tecavüz edip işkence ederek öldürüyordu sonra adam tutuksuz yargılanarak serbest bırakıldı ,0
10324,gözünü kapandığında canın yansın yaşadığın saniye sana zehir olsun inşallah ,1
10325,artık çocuğumuzu değil köpeğimizi emanet edemiyoruz kimseye oyle bir çağ öyle bir insanlık ,0
10326,kopek kuyruk salladi tahrik mi ti orospu cocugu ceza istiyoruz vermiyorsunuz saliyorsunuz disari zaman herkes duysun serefsizin adini gunlerdir kufur etmeye takatimiz igrencliklerinizi okumaya gucumuz kaldi artik yeter ,1
10327,köpeğini bile kimseye emanet edemeyeceğiniz igrenç bir çağ düşünün şte tam iğrençliğin içerisinde yaşıyoruz sapıklığın hala bir bedeli yok yasalar çıkıyor sözde adalet kurumları çalışıyor hala kadınları çocukları hayvanları koruyamıyoruz ,0
10328,büyükçekmece bir koca çocuğunun annesi olan ylık eşini uykusunda boğarak öldürdü ekipler tarafından gözaltına alınan zanlı tutuklanarak cezaevine gönderildi ,0
10329,bugün herkes sinirlerimi sınırlarımı zorlamaya oynuyor hadi bakalım ,0
10330,zorunluluk hisstim son yıllarda öldürülen kadınlarımızın tamamına yakınına davada müdahil olduk çocuklarına destek olduk mahkemelere gtik hala gidiyoruz bileyim söz hakkım olduğunu düşündüm fikirlerimi söyledim zamanlama hatalıydı diyebiliriz ,0
10331,bundan sonra sadece şarkı yap ahbap platformunu yönet illa gündemdeki olaylarla ilgili açıklama yapmak zorunda değilsin ,0
10332,yanlış bir söylemedin doğruydu yazdığın ilk sinyaller önemli alesef çoğu kadın işaretleri görmek istemiyor gözleri kör oluyor erkek karşısında ben tvitinde herhangi bir hata görmedim ,0
10333,üniversite senatoları sadece üniversiteye dair eğitim akademik ışlerin konuşulduğu yer değildir topluma karşı başka sorumlulukları var üniversite senatolarından özellikle kadına çocuğa hayvana doğaya karşı şdeti kınayan bildiriler bekliyorum ,0
10334,kadına çocuğa hayvana doğaya şiddet giderek artıyor toplumsal hoşgörünün azalması kutuplaşma şdeti destekliyor üniversite eğitimi sadece bir iş bulma aracı değildir şiddete karşı hukuka saygılı barışı insanlığı savunabilecek bireyler yetiştirmelidir ,0
10335,kadının açık olması kuyruk sallaması ben hala kuyruğu göremedim bahane sayılıyor tecavüz peki köpek yapsın testüre mi girsin köpek bi kuyruğu var düşünün yine diyorum ölemeyi yalvarın ölmek ,0
10336,stanbul valisi ali yerlikaya misafirlerimizin büyük arzularının ayasofya camisi nde namaz kılmak olduğunu biliyoruz ayasofya camimiz sabaha kadar açık olacak ,0
10337,lisans bitiren birey kendi kendine lisans düzeyinde eğitim alacak seviyeye gelmiştir azından gözlemlerim tecrübelerim yönde ,0
10338,köpekler dostlarını sever düşmanlarını ısırırlar açıdan insanlara benzemezler saf sevgi yeteneğinden yoksun insanlar daima sevgiyle nefreti birbirine karıştırırlar ,0
10339,olimpiyat yarı finalinde koşarken adalesi kopan derek redmond gözyaşları içinde babasının yardımıyla yarışı bitirmeye çalışıyor ,0
10340,zmit te sağlık çalışanları maske sosyal mesafe konusunda uyarıların bulunduğu döviz pankartlarla yürüyerek vatandaşlara maske dezenfektan dağıtıp doğru maske kullanımı konusunda bilgi verdi ,0
10341,dikkatinizi çekiyor yaklaşık bir aydır corona dan ölen sayısı arası sadece aşağısı yukarısı ,0
10342,stanbul valisi yerlikaya misafirlerimizin büyük arzularının ayasofya camisi nde namaz kılmak olduğunu biliyoruz ayasofya camimiz sabaha kadar açık olacak ,0
10343,bugün güzel memleketim hatay ın kurtuluşunun inci yıldönümü hepimize kutlu olsun vesileyle asırlık türk yurdu düşman elinde esir kalamaz sözünü yerine getiren cumhuriyet imizin kurucusu büyük atatürk sonsuz minnetle anıyoruz ,0
10344,çocuk işçiliğini normalleştiren ücretli eğitimi mal bağışlarmış pazarlayan bakan akıl alır değil ,0
10345,geçtiğimiz günü mevsimlik işçilerin çocuklarıyla tarladaydım yaz tatili kitaplarını bir salkım domatesle takas ettik öğretmenlerimizden müdürlerimizden bir ricam var yolunuzu tarlalara düşürün yaz çocuklara kitabını verin sohbetinizi verin lütfen ,0
10346,gazetedeki karikatür bantlarından birinde bugün mizah yerine bir çizerin diğerine evlilik teklifi var kızın gazeteyi açıp karikatürü görüp şaşırmasını çizmiş ,0
10347,ankara komşusunun köpeğine tecavüz edip öldüren volkan uzun serbest bırakılmış kabahatler kanununa göre köpek eşya olarak görünüyor para cezası alıp kurtuluyorsun ,0
10348,türkiye nin sismik araştırma gemisi oruç reis doğu akdeniz yapacağı sondaj çalışmaları navtex deniz duyurusu ilanı ardından antalya limanı açıklarında bekleyişini sürdürüyor ,0
10349,kızkardeşimiz gülistan doku gündür yok gündür arama çalışmaları yapıldığı söyleniyor zaynal abakarov sorgulanmıyor ,0
10350,yıllarca kakao üretiminde çalışan hayatları boyunca çikolata yememiş afrikalı işçilerin ilk çikolata yedikleri anlar ,0
10351,araç kirlettiğimiz suları temizliyor gidişle tarz araçları görürüz ,0
10352,ayasofya camii nde ses denemeleri sırasında okunan amenrasulü dinleyenleri mest etti ,0
10353,lber hoca nın dedigi çocuklarimız şeker takibi icin sate parmaklarını deldirmek istemiyorum gece huzurlu uykularindan sıçramayla uyanmak büyüyüp gelişmeleri icin hatta hayta kalmak icin önemli ölçüm yapmak ,0
10354,lber ortaylı diyabetli çocukların sensörler gelsin acımız dinsin mesajını destekliyor devlet yetkililerine çağrıda bulunuyor teşekkür ederiz kendisini diyabetli çocuklar vakfı diyabetli çocuklar elçisi olarak saygı sevgi selamlıyoruz ,0
10355,deprem stanbulumuzun hatta türkiyemizin önemli gerçeğidir göreve geldiğimiz günden itibaren gerçeği fırsta bıkmadan usanmadan dile getirdik anlayışımız çerçevesinde yapı tespitleri tarama programı nı başlatıyoruz ,0
10356,bilim kurulu üyesi prof dr hasan tezer okulların ta açılıp açılmamasında bayram sürecinin belirleyici olacağını söyledi ,0
10357,sosyal medyaya girdiğimde artık görmeye dayanamıyorum ruh halim kaldırmıyor kadınlara çocuklara hayvanlara şiddet tecavüz cinayet haberleri durmuyor bitmiyor bence ülkeye bir süper kahraman lazm başka kimsenin sadist piç kurularına el atacağı yok ,1
10358,staja gidiyorum diyerek evden ayrılan yeliz güner den yıldır haber alınamıyor ,0
10359,yavru köpeğe tecavüz edip makat kanamasından öldüren insanın mala zarar vermekten yargılanıp ödeyip kurtulmasını aklım almıyor yakında yaptıklarını insana yapacağı belli hayvanlara özel jandarma polis ekibi kurmak anlamsız ,0
10360,antalya bir sitenin havuzundaki çocukları izlemek çöp konteynerinin üzerine çıkan yaşındaki kağıt toplayıcısı fotoğrafının sosyal medyada paylaşılması üzerine konyaaltı belediyesi ekipleri tarafından kardeşleriyle birlikte havuza götürüldü ,0
10361,otogarlar düğün salonlarından samimi sarılmalar görmüştür hastane duvarları cami duvarlarından fazla inanan ,0
10362,yemin ederim memleketin çivisi çıkmış naptı yavrucağız sana tahrik etti şerefsiz mini etek mi giydi cilve mi yaptı tecavüz meşrulaştırmak onlarca bahane sunan haysiyet yoksunları şimdi bahaneniz ,1
10363,sebahattin zaim lkokulu durağı yol çalışması nedeniyle kapalı olduğundan araçlar avcılar yönünde rıfat ilgaz cdesi durağı ndan sonra güzergahtan çıkıp eğitim uygulama okulu durağı ndan güzergaha girer ,0
10364,çirkin hayat yoktur hayatı çirkinleştiren insanlar vardır ,0
10365,bundan sonra bahçemizden çiçek koparan mezarına diksin ,0
10366,hayvanlara mal mualemesi yapmayı bırakıp onların bi canı olduğunu zaman anlayacaksiniz ,0
10367,yazip yazip siliyorum sinirden denk geldigimiz zamana bak seytandan kotusunuz ,0
10368,büyükçekmece ünal özcan isimli erkek evli olduğu kadını uykusunda boğarak öldürdü ,0
10369,aklım almıyor bir insan köpeğe tecavüz eder bir yokluk onu cinsel açlığı kullanır tipine baksan düzgün sanırsın şerefsiz adi sapık benim artık kadın cinayeti hayvan tecavüzü duyup kahrolacak gücüm kalmadı radikal cezalar gelsin ,1
10370,çocuklar mevsimlik işçi zaten gelmiş geçmiş şuursuz eğitim bakanısınız ,1
10371,ereğli patlamayı duymuş hatta merkez bile lan gök gürültüsü sandım ben uyandım ,0
10372,güne pozitif başlayabilmem güne akşamüstü başlamam gerekiyor ,0
10373,vatan bir bütündür parçalanamaz ,0
10374,muratpaşa belediyespor kadın hentbol takımı son antrenmanında pınar gültekin koştu kadına yönelik şiddet şdetin biçimi insanlığın yüz karasıdır ,0
10375,muğla nın datça ilçesinde yıllık tarihi yel değirmeni turizme kazandırıldı bakım onarımdan geçirilen tarihi mekan meslek lisesi öğrencilerine uygulama restoranı olarak hizmet verecek ,0
10376,peygamber develeri genelde kendinden küçük böceklerle beslenir protein ihtiyacını tam karşılayamaz iri örümcek çıyan yılan fare kendinden büyük canlılarla beslenebilir ,0
10377,paşa gönlüm isterse öyle davranıyorum bundan sonra böyle işinize gelirse ,0
10378,kadar şerefli bir aile oldukları yetiştirdikleri insan müsvettesinden bli ,0
10379,pınar gültekin in katili cemal metin avcı nın ailesi haberlerin engellenmesi gizlilik talebinde bulundu ,0
10380,semiha kavasoğlu ülkemizdeki milyonlarca işsizden sadece birisi aydır kirasını ödeyemediği artı bir evinde yatalak kocası yaşam savaşı veriyor yıldır işsiz dram filmi değil acı bir hayat hikayesi türkiye yi ağlatan kadın işsiz ,0
10381,kefenin cebi olsa fotoğrafını koyardım ,0
10382,kalori hesaplamalarını epey kolaylaştıracak bir olay tek tek hesaplamak zor oluyor ,0
10383,fırsatınız olsa yurtdışında yaşar mısınız ,0
10384,stanbul sözleşmesini okudum sözleşmenin iptal edilmesini öneren stanbul sözleşmesine yönelik hukuki psikososyal değerlendirme raporunu okudum yılında sözleşmeye savlarla karşı çıkmanın mantığını bulamadım nsan sevmiyor olmak lazım başka izahı yok ,0
10385,sağlıklı bir şekilde nefes alabilen kaldı kalbi sıkışmadan oturabilen saat sonra hangi ölü mağdur yazacağım düşünmeyen kaldı ,0
10386,adil bey üzüldük bütün sağlık ar ge camiası sizinle harika bir uyum umut yakalamıştı güzel işler yapılıyordu tüseb aktif bir sürece girmişti işte hayır vardır demekten başka bir diyemiyorum emekleriniz enerjiniz işbirliğiniz teşekkürler ,0
10387,covid testim pozitif çıkmış demeyelim günlük dinlenme hakkı kazanmışım diyelim evet arkadaşlar insan herkese olur bana olmaz düşünüyor malesef öyle olmuyor ,0
10388,erkekte kedi şarap sever olmasına dikkat edin onlardan psikopat sapık çıkmıyor ,0
10389,nsanlık yeni nesiller güzel bir gelecek bırakma hayalinden vazgeçti herkes kendi kısa ömründe fazla hzı alabilmek yarış içerisinde ,0
10390,bir çiçeği büyüten sevgi insanı değiştirmez mi sanıyorsun ,0
10391,mesleğimizin hakettiği değeri bulması tek ümidimiz ,0
10392,belçika suyun içine inşa edilen bisiklet yolu ,0
10393,bir insan canlılara kıyıp canını yakabilir ,0
10394,pnömoni aşısı covid in ciddi seyrinden sizi korur kış geliyor durum vahimleşmeden olun ,0
10395,fatma tecavüze uğradı jandarmaya gitti duymadilar sesini çocuklarını korumaya çalıştı onları bırakıp gidemedi aylık hamileyken öldürüldü fatma şimdi zanlı serbest fatma yaşarken adalete erişemedi öldü şimdi arayacağız adaleti onun ,0
10396,çöp konteyneri üzerinden havuzdaki yaşıtlarını izleyen kağıt toplayıcı çocuğa sürpriz ,0
10397,duygu ulaş yılında arabasıyla kaza yaparak bir kişiyi yaralamış üç ay hapis cezası alması üzerine hakim bana taktı açıklaması yapmıştır ,0
10398,hayatımı makarna yiyerek geçirebilirmişim hissediyorum ,0
10399,kurtuluş savaşı nın önemli adımlarından olup milli sınırlar içinde vatan bölünmez bir bütündür parçalanamaz kararıyla mli mücadelenin dönüm noktası erzurum kongresi nin yıl dönümünde gazi mustafa kemal atatürk kahramanlarımızı saygı minnetle anıyorum ,0
10400,mert fırat ın şiddete uğrayan kadınlar çekilen videosu yeniden gündemde mağdurum hakim bey ,0
10401,allah sokak hayvanlarına eziyet edenlerin canından alıp sokak hayvanlarına versin ,1
10402,volkan uzun denilen şahıs an esat karakolunda değil esat karakolunun önündeyiz tam bir bilgi alamadık duyarlı insanlar burada öldürülen köpeği canı savunacağız katil serbest kalmasın mücadelemiz ,0
10403,bence olsa olsa zamcık olur zam dediğin falan olacakki hsedesin şahsen beni kesmedi hissetmedim ,0
10404,araç muayene ücretlerine zam yapılmış indirim olur beklerken ,0
10405,bekleyin zamlar bunlar ara zamlar yıllık devlet bütçesi yüzyılda görmediği açığı görecek ,0
10406,zam yapılmıs mk zaten tl bir kaç tanesi muayene istasyonlarında arabalarını yakar gidişle ,1
10407,yapmışlar millet büyüğünü hakediyor iyi alıştık canımız çeker büyüğünü ,0
10408,bakın çocuk kadın katillerini tecavüzcülerini unutmamalıyız bunlar halkın içinde asla rahat nefes alamamalıdır cezasını çekip yargının elinden kurtulsa asla halkın vicdanının şrinden kurtulamamalıdırlar allah belalarını versin ,1
10409,öyle bi stres var vücutta yalın ayak toprağa bsak mahalle aydınlanır mq ,1
10410,ski başbakan tansu çiller in oğlu mert çler iki çocuğunun annesi zeynep çler dövdüğü iddiasıyla mahkemelik oldu ,1
10411,hakk yürüyen şekerpınar mahlemiz sakinlerinden şeref kudu allah tan rahmet yakınlarına başsağlığı sabır diliyorum ,0
10412,dünya turu yapan çiftler kıskandığım başka bir yok ,0
10413,biraz yatarsam yatağımla nikah kıyıcam ,0
10414,gün kötü haberlere uyanıyoruz kötülük seviyeleri bir önceki günden olmayan yeni kötü haberlere fiziksel mental refaha sahip değiliz ,0
10415,öğretim üyeliğini meslek hanesine yazan biyologlar var öğretim üyesi olarak çalışan biyologlarız mesleğimi soran birine profesörüm öğretim üyesiyim demiyorum ,0
10416,günaydın uyurken linç yemişim söylemiyosunuz ,0
10417,biyologlara gerekli eğilimi vermezseniz pcr testleri gelecekte bir konuda sıkıntı yaşanır moleküler çağdayız gelecekte atomik çağa geçilecek ülkenin temel bilimlere bakış açısı ilgilisi kat kat artmalıdır ,0
10418,siyasi karşıtlık hakaret görür anlarım apolitik olana hakaret etmek çıktı asdfgh illa politikayla ilgili görüş ayrılığından hakaret yiyeceksin topraklarda kaçarın yok ülkede herhangi bir siyasi görüşün politikasını beğenen politik var hakikaten ,0
10419,türkiye nin çeşitli bölgelerinde çektiğim yaklaşık bin fotoğraftan oluşan bir gökyüzü yolculuğuna davet ediyorum sizleri ,0
10420,bugün boğaziçi sosyoloji whatsapp grubunda bir öğrenci stanbul sözleşmesinin erkeğe zulüm inançlarımıza ters olduğu gerekçesiyle kaldırılması gerektiğini savundu tet kadar lol ,0
10421,pandemi dönemiyle hayatlarımıza yeni normal olarak maskeler girdi sağlığımızı korumak maske kullanıyorsak dünyamızın doğamızın sağlığı klandığımız maskeleri doğaya değil çöpe atmalıyız ,0
10422,arkadaslarima beni soyle yururken falan videoya cek desem gulmekten altina sicar ,0
10423,kızımı uyutmaya çalışıyorum dönüp bana anne bis napiyos diyo bilmiyorum kızım deniyorum işte bi şeyler ,0
10424,köpek otopsiye alındı anal bölgede parçalanma kaburgalarda kırık akciğerlerinde boğazında tahribat var aylık bir cocker yavrusu koltukta tırnak izleri kalmış yer çiş kaka ,0
10425,röportajda kıskanç mısınız sorusunun yönetilmesi üzerine serdar ortaç sevgilime popon güzel derse gurur duyarım dedi ,0
10426,gündem kötü çocuklar kadınlar hayvanlar ölüyor istismara uğruyor dam meselesi sürekli gündeme geliyor seçilmiş vakalara yıllarca çocuğuna istismarda bulunmuş sokakta kızın gözü önünde nesini bıçaklayarak öldürmüş idamın gelmesi caydırıcı adil olur ,0
10427,ceza sorun çözmek etkin bir çözüm gelmiyor bana bir ceza olarak idama veremediğin canı almaya koşulda karşıyım türkiye dünyada tarz şiddetleri önlemenin birinci yolu zihniyet dünyamızı değiştirmekten geçiyor tai ancak okullarda başarılabilir ,0
10428,antalya yaşındaki kağıt toplayıcısının bir sitenin havuzunda yüzen çocukları izlerken çekilen fotoğrafının sosyal medyada paylaşılması üzerine konyaaltı belediyesi çocuğu kardeşleriyle birlikte havuza götürüldü ,0
10429,aylık köpeğe tecavüz ediyor öldürüyor sorsanız bacak arası namustan bahseder tipleri hepimiz tanıyoruz evrimini tamamlayamamış bir maymun türü maymunlardan benzetme özür dilerim zira bir orangutan goril türü merhametli zeki akıllı ,0
10430,yeminle kuscam artık bir zihniyetin ürünü hangi beyinde hangi etkileşimler sonucu böyle şeyler akla geliyor birileri bunu araştırsın bi inhibitör bulalım allah aşkına ,0
10431,şerefsiz evladını yayabilir miyiz ,1
10432,tıp mezuniyeti maske sosyal mesafe ülke beni yoruyor ,0
10433,temiz yüz güzel mizaç iyi huy samimi davranış kendine has tavır yolcu misali takip mesafesi dünyadan göçtüğümüzde geriye bunlardan birini bırakabilirsek mutlu diğer dünyada kalacak yalan olacak ,0
10434,enayi enayi ,1
10435,koronalar ailecek insanlığa musallat olmuş neyse ölümcül olan sars mers püskürtüldü diğer dördü sadece soğuk algınlığı kalıp bizimle pek uğraşmıyor bağışıklık sistemi öğrenmiş bunları geriye covid yapan aileye yeni katılan kaldı onu bertaraf edeceğiz ,0
10436,şeytanların suçları tek tek ifşa ediliyori kiz kulelerin kontrollü yı ıldığı bilimsel olarak ispat edilmiş ,0
